,url,product_code,tltle,price_main,stock,Крепость,Бренд,Сорта винограда,Регион,Вино,Насыщенность,Объем,Глубина цвета,Производитель,Сайт производителя,Подходит к,Температура сервировки,Вкус,product_type,price_discount,Сайт бренда,Потенциал хранения,Страна производства,Органическое,Биодинамическое,Игристое вино/шампанское,Разновидность
0,https://winestyle.ru/products/Fanagoria-F-Style-Cabernet.html,Артикул: в116423,"""Ф-Стиль"" Каберне, 750 мл",539 ₽,in_stock,13.5 %,F-Style,Каберне Совиньон,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Фанагория,http://www.fanagoria.ru/,мясо; свинина; пицца; говядина,14–16 °С,фруктовый; насыщенный/интенсивный; приятный; терпкий; долгий/продолжительный,wine,,,,,,,,
1,https://winestyle.ru/products/Massandra-Port-red-Livadia.html,Артикул: в28425,"Massandra, Port red ""Livadia"", 750 мл",920 ₽,in_stock,18.5 %,,Каберне Совиньон,Россия; Крым,Портвейн; Сладкое,среднее,0.75 л,тёмное,Массандра,http://massandra.su/,десерты; дижестив; голубой сыр; шоколад; орехи,16–18 °С,вишня; сбалансированный; гармоничный; долгий/продолжительный; шелковистый; вишневая косточка,wine,,,,,,,,
2,https://winestyle.ru/products/Massandra-Muskatel-Black.html,Артикул: в44637,"Massandra, Muskatel Black, 750 мл",710 ₽,in_stock,16 %,,Мускатные сорта винограда; Другие сорта,Россия; Крым,Красное; Сладкое,среднее,0.75 л,насыщенное,Массандра,http://massandra.su/,десерты; дижестив; пирог; голубой сыр; сухофрукты,12–14 °С,чернослив; мягкий; насыщенный/интенсивный,wine,,,,,,,,
3,https://winestyle.ru/products/Massandra-Muscat-White-Red-Stone.html,Артикул: в28326,"Massandra, Muscat White ""Red Stone"", 750 мл",1 270 ₽,in_stock,13 %,,Москато Бьянко,Россия; Крым,Белое; Сладкое,среднее,0.75 л,умеренное,Массандра,http://massandra.su/,десерты; дижестив; пирог; выпечка; голубой сыр; пирожные; шоколад; сухофрукты,10–12 °С,свежий; цитрусовые; мягкий; гармоничный; долгий/продолжительный; нежный; изысканный/элегантный; бархатистый,wine,,,,,,,,
4,https://winestyle.ru/products/Solnechnaya-Dolina-Chernyj-Polkovnik.html,Артикул: в59010,"Solnechnaya Dolina, ""Chernyj Polkovnik"", 750 мл",1 409 ₽,in_stock,17.5 %,,Бастардо Магарачский; Кефесия; Одесский Черный; Эким-Кара; Джеват-Кара; Каберне Совиньон,Россия; Крым,Крепленое; Сладкое,полнотелое,0.75 л,тёмное,Солнечная Долина,http://sunvalley1888.ru/,десерты; дижестив; стейк; мясо на гриле; зрелые/выдержанные сыры; мясо под соусом,16–18 °С,свежий; шоколад; спелые фрукты; богатый; насыщенный/интенсивный; терпкий; долгий/продолжительный; мощный,wine,,,,,,,,
5,https://winestyle.ru/products/Golubitskoe-Estate-Riesling-2023.html,Артикул: в235148,"Поместье Голубицкое, Рислинг, 2023, 750 мл",1 790 ₽,in_stock,12.5 %,,Рислинг,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Golubitskoe Estate / Villa Romanov,http://golubitskoe-estate.ru/,рыба; белое мясо; салат; морская рыба,10–12 °С,сочный; цитрусовые; виноград; приятный; освежающий; долгий/продолжительный; кислинка,wine,999 ₽,,,,,,,
6,https://winestyle.ru/products/Golubitskoe-Estate-Merlot-2022.html,Артикул: в239412,"Поместье Голубицкое, Мерло, 2022, 750 мл",1 790 ₽,in_stock,13.5 %,,Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Golubitskoe Estate / Villa Romanov,http://golubitskoe-estate.ru/,мясо; салат; грибы; овощи; печень; соус,18–20 °С,фруктовый; цветочный; пряный/острый; округлый; насыщенный/интенсивный; долгий/продолжительный; тонкий,wine,949 ₽,,,,,,,
7,https://winestyle.ru/products/Chateau-Tamagne-Select-Rouge-750.html,Артикул: в72592,"""Шато Тамань"" Селект Руж, 750 мл",699 ₽,in_stock,12.5 %,Chateau Tamagne; Селект,Саперави; Каберне Совиньон,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Кубань-Вино,http://kuban-vino.ru/,белое мясо; овощи гриль,15 °С,свежий; сочный; вишня; чернослив; округлый; насыщенный/интенсивный; гармоничный; фруктовая кислинка,wine,,https://chateautamagne.ru,,,,,,
8,https://winestyle.ru/products/Aristov-Ancelotta.html,Артикул: в117975,"""Аристов"" Анчеллотта, 750 мл",539 ₽,in_stock,12 %,Aristov,Анчеллотта,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Кубань-Вино,http://kuban-vino.ru/,красное мясо; сыры; зрелые/выдержанные сыры,14–16 °С,сочный; плотный; долгий/продолжительный; бархатистый; вяжущий; густой,wine,,https://aristovwine.ru,,,,,,
9,https://winestyle.ru/products/Valery-Zaharin-Avtorskoe-Vino-Sauvignon-Blanc.html,Артикул: в218890,"Valery Zaharin, ""Avtorskoe Vino"" Sauvignon Blanc, 750 мл",709 ₽,in_stock,12 %,Валерий Захарьин; Авторское Вино,Совиньон Блан,Россия; Крым,Белое; Сухое,лёгкое,0.75 л,светлое,Бурлюк,https://burluk-winery.com,рыба; аперитив; морепродукты/дары моря; салат,10–12 °С,фруктовый; свежий; сухой; легкое; приятный; сбалансированный,wine,,https://valeryzaharin.com/,,,,,,
10,https://winestyle.ru/products/Alma-Valley-Pique-Nique-Red-Semi-Dry-2023.html,Артикул: в251027,"Альма Валей, ""Пикник"" Красное Полусухое, 2023, 750 мл",939 ₽,in_stock,13.5 %,Pique-Nique,Сира; Пино Нуар,Россия; Крым,Красное; Полусухое,среднее,0.75 л,тёмное,Alma Valley,http://alma-valley.ru/,аперитив; десерты; шоколад; пикник; фруктовый десерт,16–18 °С,свежий; ягоды; приятный; терпкий; долгий/продолжительный,wine,,,,,,,,
11,https://winestyle.ru/products/Fleurs-du-Sud-Blanc-de-Tamagne.html,Артикул: в133334,"Шато Тамань ""Флёр дю Сюд"" Белое Тамани, 750 мл",419 ₽,in_stock,11.5 %,Chateau Tamagne; Fleurs du Sud,Грюнер Вельтлинер,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,рыба; белое мясо; сыры; рыба в соусе,7-13 °С,фруктовый; цветочный; свежий; сухой; мягкий; приятный; сбалансированный; гармоничный; чистый; кислинка,wine,,https://chateautamagne.ru,,,,,,
12,https://winestyle.ru/products/Malbec-de-Gai-Kodzor-2023.html,Артикул: в236045,"Malbec de Gai-Kodzor, 2023, 750 мл",1 370 ₽,in_stock,13.5 %,,Мальбек,Россия; Краснодарский край; Гай-Кодзор,Красное; Сухое,среднее,0.75 л,насыщенное,ООО Виноградники Гай-Кодзора,http://gai-kodzor.ru/,мясо; сыры; мясо на гриле; твердые сыры; мясные закуски,16–18 °С,фруктовый; сочный; ягоды; специи/пряности; сухой; согревающий; бархатистый; кислинка; вяжущий,wine,1 199 ₽,,,,,,,
13,https://winestyle.ru/products/Chateau-Tamagne-Chardonnay-de-Tamagne-187.html,Артикул: в66880,"""Шато Тамань"" Шардоне, 0.187 литра",189 ₽,in_stock,11.5 %,Chateau Tamagne,Шардоне,Россия; Краснодарский край,Белое; Сухое,лёгкое,187 мл,светлое,Кубань-Вино,http://kuban-vino.ru/,птица; рыба; морепродукты/дары моря; устрицы,12–14 °С,свежий; мягкий; гармоничный,wine,,https://chateautamagne.ru,,,,,,
14,https://winestyle.ru/products/Solnechnaya-Dolina-Kagor-Solnechnoj-Doliny.html,Артикул: в63432,"Solnechnaya Dolina, ""Kagor Solnechnoj Doliny"", 750 мл",980 ₽,in_stock,16 %,,Каберне Совиньон; Бастардо Магарачский; Красные сорта винограда; Одесский черный,Россия; Крым,Красное; Сладкое,среднее,0.75 л,тёмное,Солнечная Долина,http://sunvalley1888.ru/,выпечка; голубой сыр; шоколад; орехи; фруктовые салаты,16–18 °С,сочный; черная смородина; пряный/острый; сладкий; джем; маслянистый,wine,,,,,,,,
15,https://winestyle.ru/products/Solnechnaya-Dolina-Chernyj-Doctor-Solnechnoy-Doliny.html,Артикул: в59013,"Solnechnaya Dolina, ""Chernyj Doctor Solnechnoy Doliny"", 750 мл",2 820 ₽,in_stock,16 %,,Джеват-Кара; Кефесия; Эким-Кара,Россия; Крым,Десертное; Сладкое,среднее,0.75 л,насыщенное,Солнечная Долина,http://sunvalley1888.ru/,десерты; дижестив; голубой сыр; шоколад; орехи; горький шоколад,16–18 °С,сливки; сухофрукты; какао; сбалансированный; терпкий; долгий/продолжительный; тутовник/шелковица; бархатистый,wine,,,,,,,,
16,https://winestyle.ru/products/Fleurs-du-Sud-Rose-de-Tamagne.html,Артикул: в133336,"Шато Тамань, ""Флёр дю Сюд"" Роза Тамани, 750 мл",399 ₽,in_stock,12.5 %,Chateau Tamagne; Fleurs du Sud,Траминер Розовый; Каберне Совиньон,Россия; Краснодарский край,Розовое; Сухое,лёгкое,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,рыба; белое мясо; салат; паста; овощи,8–10 °С,свежий; цитрусовые; лесные ягоды; карамель; мягкий; сбалансированный; гармоничный; долгий/продолжительный,wine,,https://chateautamagne.ru,,,,,,
17,https://winestyle.ru/products/Fleurs-du-Sud-Rouge-de-Tamagne.html,Артикул: в133337,"Шато Тамань ""Флёр дю Сюд"" Красное Тамани, 750 мл",429 ₽,in_stock,12 %,Chateau Tamagne; Fleurs du Sud,Рубин Голодриги; Красностоп Анапский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Кубань-Вино,http://kuban-vino.ru/,мясо; сыры,14–16 °С,фруктовый; цветочный; округлый; мягкий; бархатистый,wine,,https://chateautamagne.ru,,,,,,
18,https://winestyle.ru/products/Massandra-Muskat.html,Артикул: в123896,"Massandra, Muskat, 750 мл",479 ₽,in_stock,12 %,,Мускатные сорта винограда,Россия; Крым,Белое; Сухое,лёгкое,0.75 л,светлое,Массандра,http://massandra.su/,рыба; белое мясо; аперитив; морепродукты/дары моря; салат; сыры; закуски,10-12 °С,свежий; сочный; дыня; мед; гармоничный,wine,,,,,,,,
19,https://winestyle.ru/products/Valery-Zaharin-Avtorskoe-Vino-Pinot-Noir.html,Артикул: в218892,"Valery Zaharin, ""Avtorskoe Vino"" Pinot Noir, 750 мл",709 ₽,in_stock,12.5 %,Валерий Захарьин; Авторское Вино,Пино Нуар,Россия; Крым,Красное; Сухое,среднее,0.75 л,насыщенное,Бурлюк,https://burluk-winery.com,мясо; птица; дичь; зрелые/выдержанные сыры,16–18 °С,ягоды; пряный/острый; сухой; терпкий; горьковатый; кислинка,wine,,https://valeryzaharin.com/,,,,,,
20,https://winestyle.ru/products/Myskhako-Quintessence-Zinfandel.html,Артикул: в160395,"Мысхако, ""Квинтэссенция"" Зинфандель, 750 мл",979 ₽,in_stock,14.7 %,Quintessence,Зинфандель,Россия; Краснодарский край,Красное; Полусухое,полнотелое,0.75 л,насыщенное,Мысхако,https://myskhako.ru/,мясо; дичь; сыры; твердые сыры; мясо диких животных,16–18 °С,округлый; полный; долгий/продолжительный; шелковистый; пирог с фруктами,wine,,,,,,,,
21,https://winestyle.ru/products/Inkerman-Chardonnay-Inkerman.html,Артикул: в80510,"Chardonnay Inkerman ""Winemaker's Selection"", 750 мл",649 ₽,in_stock,13 %,,Шардоне,Россия; Крым; Севастополь,Белое; Сухое,лёгкое,0.75 л,светлое,Инкерман,http://inkerman.ru/,рыба; белое мясо; морепродукты/дары моря; салат; мягкие сыры,9–12 °С,легкое; округлый; сбалансированный; гармоничный; освежающий,wine,589 ₽,,,,,,,
22,https://winestyle.ru/products/Alma-Valley-Pique-Nique-White-Semi-Dry-2023.html,Артикул: в251041,"""Пикник"" Белое полусухое, 2023, 750 мл",939 ₽,in_stock,13.5 %,Pique-Nique,Коломбар; Ркацители,Россия; Крым,Белое; Полусухое,лёгкое,0.75 л,светлое,Alma Valley,http://alma-valley.ru/,рыба; аперитив; закуски; холодные закуски,9-12 °С,фруктовый; легкое; приятный; сбалансированный; освежающий,wine,,,,,,,,
23,https://winestyle.ru/products/Inkerman-Cabernet.html,Артикул: в146106,"Inkerman, Cabernet, 700 мл",409 ₽,in_stock,14.5 %,,Каберне Совиньон,Россия; Крым; Севастополь,Красное; Сухое,среднее,0.7 л,насыщенное,Инкерман,http://inkerman.ru/,мясо; птица; красное мясо; паста; сыры,15-18 °С,свежий; красные ягоды; черные ягоды; насыщенный/интенсивный; сбалансированный; терпкий; гармоничный; долгий/продолжительный,wine,,,,,,,,
24,https://winestyle.ru/products/Fanagoria-Zelenoe-Vino-Riesling-Tsitronnyy-Magaracha-Merlot.html,Артикул: в210110,"Fanagoria, ""Zelenoe Vino"" Riesling-Tsitronnyy Magaracha-Merlot, 750 мл",629 ₽,in_stock,10 %,Зеленое Вино,Рислинг; Цитронный Магарача; Мерло,Россия; Краснодарский край,Розовое; Полусухое,лёгкое,0.75 л,светлое,Фанагория,http://www.fanagoria.ru/,рыба; белое мясо; морепродукты/дары моря; ягодный десерт,8–10 °C,фруктовый; свежий; сочный; ягоды; долгий/продолжительный; кислинка,wine,,,,,,,,
25,https://winestyle.ru/products/Kuban-Vino-Vysokij-Bereg-Gruner-Veltliner.html,Артикул: в107572,"Kuban-Vino, ""Vysokij Bereg"" Gruner Veltliner, 750 мл",1 009 ₽,in_stock,13 %,Высокий Берег,Грюнер Вельтлинер,Россия; Краснодарский край,Белое; Сухое,лёгкое,0.75 л,бледное,Кубань-Вино,http://kuban-vino.ru/,птица; морепродукты/дары моря; сыры; грибы; лазанья,10–12 °С,специи/пряности; минералы; дыня; яблоки; легкое; мягкий,wine,,https://vysokiyberegwine.ru,,,,,,
26,https://winestyle.ru/products/Inkerman-Riesling-Inkerman.html,Артикул: в62383,"Riesling Inkerman ""Winemaker's Selection"", 750 мл",819 ₽,in_stock,13 %,,Рислинг,Россия; Крым; Севастополь,Белое; Полусухое,лёгкое,0.75 л,светлое,Инкерман,http://inkerman.ru/,рыба; свинина; морепродукты/дары моря; холодные закуски,9–12 °С,фруктовый; свежий; легкое; приятный; гармоничный; сладковатый,wine,,,,,,,,
27,https://winestyle.ru/products/Fanagoria-F-Style-Riesling-2020.html,Артикул: в176299,"""Ф-Стиль"" Рислинг, 750 мл",519 ₽,in_stock,12 %,F-Style,Рислинг,Россия; Краснодарский край,Белое; Полусухое,среднее,0.75 л,светлое,Фанагория,http://www.fanagoria.ru/,рыба; морепродукты/дары моря; салат; закуски; овощи,10–12 °С,свежий; минералы; грейпфрут; мед; яблоки; засахаренные фрукты; лайм; мягкий; сбалансированный; гармоничный; долгий/продолжительный; сладковатый; обволакивающий,wine,,,,,,,,
28,https://winestyle.ru/products/High-Roof-Cabernet-Franc.html,Артикул: в224868,"""Хай Руф"" Каберне Фран, 750 мл",609 ₽,in_stock,12 %,High Roof,Каберне Фран,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Олимп,https://olimpwine.ru,мясо; сыры; фрукты; спагетти,16-18 °C,фруктовый; округлый; мягкий; сбалансированный; округлые танины; долгий/продолжительный,wine,,,,,,,,
29,https://winestyle.ru/products/Myskhako-Sauvignon-Blanc-750.html,Артикул: в223715,"Myskhako, Sauvignon Blanc, 750 мл",749 ₽,in_stock,12.5 %,,Совиньон Блан,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,бледное,Мысхако,https://myskhako.ru/,рыба; аперитив; морепродукты/дары моря; салат,10–12 °С,фруктовый; цитрусовые; сухой; приятный; сбалансированный; гармоничный; нежный; кислинка,wine,,,,,,,,
30,https://winestyle.ru/products/Myskhako-Marcelan.html,Артикул: в160386,"Myskhako, Marcelan, 750 мл",749 ₽,in_stock,14.4 %,,Марселан,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Мысхако,https://myskhako.ru/,мясо; дичь; сыры; твердые сыры; мясо диких животных,16–18 °C,фруктовый; пряный/острый; округлый; полный; приятный; долгий/продолжительный; бархатистый,wine,,,,,,,,
31,https://winestyle.ru/products/Usadba-Perovskih-Pinot-Noir-2022.html,Артикул: в218382,"""Usadba Perovskih"" Pinot Noir, 2022, 750 мл",1 349 ₽,in_stock,13.3 %,Усадьба Перовских,Пино Нуар,Россия; Крым; Севастополь,Красное; Сухое,среднее,0.75 л,насыщенное,Wein und Wasser,,сыры; баранина; мясо на гриле; тушеное мясо,16–18 °С,фруктовый; сбалансированный; округлые танины; долгий/продолжительный; бархатистый,wine,,http://perovskywinery.ru/,,,,,,
32,https://winestyle.ru/products/Sober-Head-Tsimlyanskiy-Golubok-2022.html,Артикул: в227908,"""Sober Head"" Tsimlyanskiy-Golubok, 2022, 750 мл",679 ₽,in_stock,13.5 %,Трезвая Голова,Цимлянский черный; Голубок; Красностоп Золотовский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Собер Баш,http://soberbashvino.ru,жареное мясо; паста; мясо на гриле; тушеное мясо; зрелые/выдержанные сыры,15–18 °С,фруктовый; округлый; сбалансированный; терпкий; долгий/продолжительный; тонкий,wine,,,,,,,,
33,https://winestyle.ru/products/Loco-Cimbali-Riesling-2023.html,Артикул: в240366,"""Loco Cimbali"" Riesling, 2023, 750 мл",1 970 ₽,in_stock,12.5 %,,Рислинг,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Золотая Балка,http://balaklavawine.ru,рыба; белое мясо; аперитив; морепродукты/дары моря; салат; курица; молодые сыры; легкие блюда,10–12 °С,фруктовый; цветочный; утонченный; округлый; сбалансированный; гладкий; изысканный/элегантный; кислинка,wine,1 249 ₽,,,,,,,
34,https://winestyle.ru/products/Zolotaya-Balka-ZB-Wine-Rose-Dry.html,Артикул: в84515,"Золотая Балка, ""ЗБ Вайн"" Розовое сухое, 750 мл",809 ₽,in_stock,12.5 %,ZB Wine,Каберне Совиньон; Пино Блан; Пино Гри; Мерло,Россия; Крым; Севастополь,Розовое; Сухое,лёгкое,0.75 л,светлое,Золотая Балка,http://balaklavawine.ru,пицца; паста; сыры; азиатская кухня; тунец; суши; пикантная кухня; сашими; острые/пряные блюда,10-12 °С,ягоды; цитрусовые; легкое; освежающий; долгий/продолжительный; нежный; изысканный/элегантный,wine,699 ₽,http://zbwine.ru/,,,,,,
35,https://winestyle.ru/products/High-Roof-Citronnyj-Magaracha-Orange.html,Артикул: в224867,"""Хай Руф"" Цитронный Магарача Оранж, 750 мл",620 ₽,in_stock,12 %,High Roof,Цитронный Магарача,Россия; Краснодарский край,Оранжевое; Сухое,среднее,0.75 л,умеренное,Олимп,https://olimpwine.ru,белое мясо; аперитив; салат; десерты,10–12 °С,манго; цукаты; сбалансированный; долгий/продолжительный; тонкий; вяжущий,wine,,,,,,,,
36,https://winestyle.ru/products/Hazarskoe-Red-Dry.html,Артикул: в161305,"""Hazarskoe"" Red Dry, 750 мл",679 ₽,in_stock,13 %,Хазарское,Денисовский; Каберне Совиньон; Красностоп Золотовский; Мерло; Молдова; Саперави Северный; Цимлянский черный,Россия; Ростовская область,Красное; Сухое,среднее,0.75 л,насыщенное,Цимлянские Вина,http://vinoigristoe.ru/,мясо; дичь; сыры,16–18 °С,фруктовый; сухой; чернослив; мягкий; насыщенный/интенсивный; приятный; округлые танины,wine,,,,,,,,
37,https://winestyle.ru/products/Chateau-Tamagne-Nuvole-Pinot-Gris-Muscat-2023.html,Артикул: в231704,"""Нуволе"" Пино Гри-Мускат, 2023, 750 мл",729 ₽,in_stock,11 %,Chateau Tamagne; Nuvole,Пино Гри; Мускат,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,птица; рыба; морепродукты/дары моря,10–12 °С,фруктовый; цветочный; легкое; мягкий; кислинка; тонкий; сдержанный,wine,,https://chateautamagne.ru,,,,,,
38,https://winestyle.ru/products/Chateau-Tamagne-Nuvole-Merlot-Cabernet-2022-187.html,Артикул: в226998,"""Нуволе"" Мерло-Каберне, 2022, 0.187 литра",269 ₽,in_stock,12 %,Chateau Tamagne; Nuvole,Каберне Совиньон и Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,тёмное,Кубань-Вино,http://kuban-vino.ru/,мясо; сыры; мясное филе; мясные закуски; зрелые/выдержанные сыры,12–14 °С,фруктовый; сочный; пряный/острый; сухой; мягкий; приятный; сбалансированный; строгий,wine,,https://chateautamagne.ru,,,,,,
39,https://winestyle.ru/products/Semisam-Red-Dry-2022.html,Артикул: в223826,"""Semisam"" Red Dry, 2022, 750 мл",1 099 ₽,in_stock,13.5 %,Семисам,Мальбек; Мерло; Сира; Каберне Фран; Каберне Совиньон,Россия; Краснодарский край; Гай-Кодзор,Красное; Сухое,среднее,0.75 л,умеренное,Шумринка,https://shumrinkawine.ru,мясо; гриль; стейк; мясо на гриле; ягнятина; холодные закуски; мясные закуски; горячие закуски; кавказская кухня,12–14 °С,ягоды; смородина; ежевика; пряный/острый; черешня; полный; сбалансированный; долгий/продолжительный,wine,,,,,,,,
40,https://winestyle.ru/products/Good-Steak-Merlot-187.html,Артикул: в125302,"""Гуд Стейк"" Мерло, 0.187 литра",229 ₽,in_stock,12 %,Good Steak,Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,насыщенное,Олимп,https://olimpwine.ru,мясо; ростбиф; красное мясо; говядина; кролик/крольчатина; спагетти; стейк; макароны; паштет; телятина; тушеное мясо; террин,16-18 °С,сочный; красные ягоды; темные ягоды; округлый; яркий; гармоничный,wine,,,,,,,,
41,https://winestyle.ru/products/Kuban-Vino-Vysokij-Bereg-Zweigelt.html,Артикул: в107571,"Kuban-Vino, ""Vysokij Bereg"" Zweigelt, 750 мл",1 009 ₽,in_stock,12 %,Высокий Берег,Цвайгельт,Россия; Краснодарский край,Розовое; Сухое,среднее,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,морепродукты/дары моря; мягкие сыры; легкое мясо; копченый лосось,10–12 °С,вишня; клубника/земляника; цитрусовые; карамель; мягкий; сладковатый; пикантный,wine,,https://vysokiyberegwine.ru,,,,,,
42,https://winestyle.ru/products/Chateau-Tamagne-Krasnostop-de-Tamagne.html,Артикул: в59018,"Шато Тамань, Красностоп, 750 мл",649 ₽,in_stock,13 %,Chateau Tamagne,Красностоп Анапский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Кубань-Вино,http://kuban-vino.ru/,мясо; сыры,14–16 °С,свежий; черная смородина; чернослив; богатый; насыщенный/интенсивный,wine,599 ₽,https://chateautamagne.ru,,,,,,
43,https://winestyle.ru/products/Massandra-Oreanda-Sherry-Dry.html,Артикул: в28615,"Massandra, ""Oreanda"" Sherry, 750 мл",929 ₽,in_stock,16 %,,Алиготе; Альбильо; Кокур; Ркацители; Совиньон Блан; Семильон; Серсиаль; Вердельо,Россия; Крым,Херес; Сухое,среднее,0.75 л,умеренное,Массандра,http://massandra.su/,птица; рыба; аперитив; морепродукты/дары моря; фрукты; орехи; оливки/маслины,8–10 °С,орехи; древесный; соль; насыщенный/интенсивный; сбалансированный; гармоничный; бархатистый; сложный,wine,,,,,,,,
44,https://winestyle.ru/products/Vysokij-Bereg-Traminer-Zelenaya-Seriya-2023.html,Артикул: в235839,"""Vysokij Bereg"" Traminer, Zelenaya Seriya, 2023, 750 мл",799 ₽,in_stock,13 %,Высокий Берег; Зеленая Серия,Траминер Розовый,Россия; Краснодарский край,Белое; Сухое,лёгкое,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,рыба; морепродукты/дары моря; салат; креветки,8–10 °С,сочный; чистый; освежающий,wine,,https://vysokiyberegwine.ru,,,,,,
45,https://winestyle.ru/products/Massandra-Seventh-Sky-of-Prince-Golitsyn.html,Артикул: в28428,"Massandra, ""Seventh Sky of Prince Golitsyn"", 750 мл",869 ₽,in_stock,16 %,,Кокур; Москато Бьянко; Мускат Розовый; Пино Гри,Россия; Крым,Белое; Сладкое,среднее,0.75 л,умеренное,Массандра,http://massandra.su/,десерты; дижестив; пирог; голубой сыр; сухофрукты,10–12 °С,мед; орехи; насыщенный/интенсивный; сбалансированный; гармоничный; долгий/продолжительный; маслянистый,wine,,,,,,,,
46,https://winestyle.ru/products/Usadba-Divnomorskoe-Viognier-2021.html,Артикул: в202697,"""Usadba Divnomorskoe"" Viognier, 2021, 750 мл",3 550 ₽,in_stock,13.2 %,Усадьба Дивноморское,Вионье,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Винодельня Усадьба Дивноморское,https://usadbadivnomorskoe.ru,птица; аперитив; морепродукты/дары моря; закуски,8–10 °С,фруктовый; сухой; утонченный; сбалансированный; изысканный/элегантный; кислинка; стойкий,wine,,http://usadbadivnomorskoe.ru/,,,,,,
47,https://winestyle.ru/products/Roussanne-de-Gai-Kodzor-2023.html,Артикул: в234173,"Roussanne de Gai-Kodzor, 2023, 750 мл",1 399 ₽,in_stock,14 %,,Руссан,Россия; Краснодарский край; Гай-Кодзор,Белое; Сухое,лёгкое,0.75 л,светлое,ООО Виноградники Гай-Кодзора,http://gai-kodzor.ru/,рыба; морепродукты/дары моря; салат; паста; сыры; закуски,10–12 °С,фруктовый; цветочный; утонченный; мягкий; чистый; гладкий; интригующий; кислинка,wine,1 199 ₽,,,,,,,
48,https://winestyle.ru/products/Chateau-Tamagne-Young.html,Артикул: в72593,"""Шато Тамань"" Молодое, 750 мл",679 ₽,in_stock,12 %,Chateau Tamagne,Саперави,Россия; Краснодарский край,Красное; Сухое,лёгкое,0.75 л,тёмное,Кубань-Вино,http://kuban-vino.ru/,птица; ветчина; пицца; сыры; выпечка; запеканка; рыба-гриль; бекон,16–18 °С,шоколад; вишня; малина; травы; черника; банан; перец; сливки; мягкий; горьковатый; сладковатый; рябина,wine,,https://chateautamagne.ru,,,,,,
49,https://winestyle.ru/products/Chateau-Tamagne-Cabernet-de-Tamagne-187.html,Артикул: в66878,"""Шато Тамань"" Каберне, 0.187 литра",189 ₽,in_stock,12 %,Chateau Tamagne,Каберне Совиньон,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,насыщенное,Кубань-Вино,http://kuban-vino.ru/,мясо; птица; дичь; говядина; жаркое; ризотто; рагу; бобы; шницель; телятина; фасоль,16–18 °С,свежий; богатый; насыщенный/интенсивный; гармоничный,wine,,https://chateautamagne.ru,,,,,,
50,https://winestyle.ru/products/Alma-Valley-Autumn-Wine.html,Артикул: в184100,"Альма Валей, ""Осеннее Вино"", 750 мл",1 029 ₽,in_stock,10.5 %,,Совиньон Блан; Мускат,Россия; Крым,Белое; Сладкое,лёгкое,0.75 л,светлое,Alma Valley,http://alma-valley.ru/,аперитив; морепродукты/дары моря; сыры; холодные закуски,9–12 °С,фруктовый; свежий; легкое; сладкий; мягкий; сбалансированный; гармоничный; нежный; обволакивающий,wine,,,,,,,,
51,https://winestyle.ru/products/Solnechnaya-Dolina-Muscat-2022.html,Артикул: в216818,"""Solnechnaya Dolina"" Muscat, 2022, 750 мл",749 ₽,in_stock,12.5 %,,Белый мускат; Мускат Александрийский; Мускат Оттонель,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Солнечная Долина,http://sunvalley1888.ru/,рыба; аперитив; морепродукты/дары моря; азиатская кухня; мидии; гребешки; острые/пряные блюда; фруктовые салаты,10–12 °С,фруктовый; цветочный; свежий; пряный/острый; сухой; горьковатый; изысканный/элегантный,wine,,,,,,,,
